"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"152","FDM20","OUT045",3832.81191491315
"153","NCI06","OUT010",949.166182517139
"154","DRM11","OUT035",4185.56488687291
"155","NCH07","OUT018",2227.95151418359
"156","FDS23","OUT013",2072.78582024656
"157","FDO49","OUT018",601.61121070395
"158","FDS35","OUT049",1100.83614172121
"159","DRK39","OUT045",1283.5911313157
"160","DRI39","OUT049",994.332606738541
"161","FDV04","OUT017",2673.6355339375
"162","NCN14","OUT035",2973.76476767391
"163","FDH08","OUT013",3696.41113831059
"164","FDS20","OUT046",2950.46777350212
"165","FDV40","OUT049",1288.08297370263
"166","FDZ48","OUT010",-159.82936678036
"167","FDS24","OUT027",2915.24706713835
"168","FDK44","OUT049",2789.72866310825
"169","FDS48","OUT045",2328.67931818563
"170","FDK26","OUT010",1114.87586045566
"171","FDD23","OUT045",2984.98598218555
"172","NCH54","OUT017",2699.84219698489
"173","NCP14","OUT010",-237.149838935737
"174","FDM60","OUT010",-1193.46973564252
"175","FDV24","OUT017",2535.22186837546
"176","FDH08","OUT018",3353.30503697198
"177","FDS12","OUT027",3446.69106537961
"178","FDR39","OUT027",4303.69934717567
"179","FDP12","OUT027",2126.75701082918
"180","DRF60","OUT027",5183.78114233359
"181","FDC09","OUT035",1809.69294599162
"182","FDF50","OUT018",2848.4818584538
"183","FDG28","OUT035",4002.18876091322
"184","NCE19","OUT017",1045.99252240504
"185","NCM53","OUT010",-182.225235686005
"186","NCN18","OUT049",1834.55694335099
"187","FDF32","OUT035",3242.12516003148
"188","FDF11","OUT013",3876.73885196488
"189","DRI59","OUT049",3614.64897696686
"190","NCG54","OUT035",2779.50950041014
"191","FDM44","OUT046",1686.18115542218
"192","FDT57","OUT018",3463.35898696042
"193","FDV24","OUT046",2439.49336846241
"194","FDI50","OUT019",1766.25192163408
"195","FDS09","OUT035",992.266218390481
"196","NCC31","OUT027",3921.57538778543
"197","FDQ07","OUT019",1593.76454884305
"198","FDC22","OUT017",3205.92625477552
"199","FDZ56","OUT046",2743.02081044647
"200","FDZ40","OUT019",-997.815617902853
"201","FDS46","OUT027",3400.29617764693
"202","DRD24","OUT045",2190.05672466908
"203","FDV45","OUT017",3138.25379636876
"204","FDL26","OUT045",2408.33522192934
"205","FDA56","OUT018",1709.70169266763
"206","FDN27","OUT046",1938.94163067873
"207","FDM20","OUT049",3923.29080724817
"208","FDO16","OUT017",1501.72046926683
"209","FDL03","OUT035",3252.2472486527
"210","FDE58","OUT046",1917.74233711016
"211","FDI02","OUT027",3280.3181533013
"212","NCC55","OUT019",-1246.81175872945
"213","FDR03","OUT018",3045.45000861792
"214","FDB14","OUT017",1664.98829753535
"215","FDR45","OUT013",3842.99516664547
"216","NCN07","OUT017",2221.12684006681
"217","FDM51","OUT019",-184.528721194461
"218","FDT52","OUT027",5369.18819762132
"219","FDL26","OUT046",2490.60770953315
"220","NCZ42","OUT046",3834.53433539852
"221","DRI47","OUT019",440.971927476121
"222","FDW40","OUT013",2313.62651451982
"223","FDN34","OUT046",2772.11149961636
"224","FDS01","OUT035",2940.03918436646
"225","NCG55","OUT045",1805.87566479616
"226","FDC11","OUT035",1474.41945525018
"227","FDX35","OUT018",3347.0781208269
"228","NCB06","OUT046",2582.40308348006
"229","FDR09","OUT019",2183.39793044398
"230","FDC53","OUT017",1721.574120872
"231","FDY45","OUT013",4048.56640056059
"232","FDA22","OUT010",743.494815246558
"233","FDE02","OUT035",1611.62551302772
"234","FDW21","OUT045",1637.57845543638
"235","FDV34","OUT046",1314.0322971206
"236","FDS59","OUT049",1856.4992772942
"237","NCW17","OUT017",2193.59639574579
"238","NCK54","OUT046",1933.05709041308
"239","FDG17","OUT019",2018.49526434615
"240","FDG35","OUT017",2929.94157078324
"241","FDD08","OUT010",-1260.61872708151
"242","NCO07","OUT017",3498.26324736726
"243","FDJ10","OUT010",361.736605374498
"244","FDW36","OUT017",1813.41090640398
"245","FDW21","OUT010",-239.739148291258
"246","FDY19","OUT017",2031.20044338325
"247","DRE03","OUT013",822.718473190832
"248","NCC55","OUT049",695.44012764273
"249","FDH52","OUT010",-813.385234556504
"250","FDO09","OUT017",4338.71248603752
"251","FDU43","OUT045",3766.85570966177
"252","FDX09","OUT010",855.565845176264
"253","FDH40","OUT019",-515.820830632214
"254","FDW58","OUT017",1831.45017645093
"255","FDC47","OUT017",3705.64843239306
"256","NCR41","OUT035",1629.53215388053
"257","DRG49","OUT035",3957.41984555402
"258","FDC52","OUT027",3941.66776706956
"259","FDY13","OUT046",1269.25106374026
"260","FDY35","OUT013",831.902020071253
"261","FDI35","OUT017",3026.33637497935
"262","NCU18","OUT049",2302.34714516144
"263","FDY33","OUT018",2278.60865496423
"264","FDC15","OUT027",3910.44990264694
"265","FDU01","OUT049",3051.4539654311
"266","NCU42","OUT046",2752.98242491072
"267","NCV29","OUT018",2552.98034036408
"268","NCY30","OUT017",3045.58018415248
"269","FDQ46","OUT049",1833.99211303874
"270","FDG58","OUT027",3937.2446617723
"271","FDK33","OUT017",3524.83072011032
"272","NCD07","OUT045",1795.72642350735
"273","NCX29","OUT027",3738.19592683812
"274","NCT42","OUT013",2406.9516520061
"275","DRN59","OUT035",859.979910055909
"276","FDI44","OUT035",1361.73394214479
"277","FDA45","OUT049",2834.91463986118
"278","FDP31","OUT045",1024.89790895781
"279","FDY01","OUT046",1903.03363573218
"280","FDT09","OUT018",1909.08569958809
"281","DRH03","OUT027",2969.75374488919
"282","FDA36","OUT018",2703.30603043263
"283","NCF31","OUT017",2584.29086864962
"284","FDG14","OUT049",2513.5939674474
"285","FDG28","OUT027",5377.86020710274
"286","FDU14","OUT049",4000.09253115558
"287","FDY47","OUT019",246.567218314979
"288","FDI56","OUT049",1499.59617351204
"289","DRD01","OUT013",1012.40336928947
"290","FDM22","OUT046",993.309940205215
"291","FDH33","OUT013",716.728739788826
"292","DRZ24","OUT013",1920.21568405542
"293","NCQ38","OUT046",1749.69529342108
"294","FDO16","OUT027",2825.15295355268
"295","FDU07","OUT027",3823.81454477325
"296","NCB07","OUT013",3097.98553707226
"297","FDU48","OUT045",2045.94465704871
"298","NCM43","OUT045",2575.05176021639
"299","FDR31","OUT010",442.455912769575
"300","DRK49","OUT018",421.897359403067
"301","NCI30","OUT010",1936.93517554504
"302","DRD60","OUT017",3017.39309998765
"303","NCG19","OUT046",3723.618440135
"304","FDH12","OUT035",1775.86549998928
"305","FDM32","OUT035",1584.49528749855
"306","FDM27","OUT035",2594.36007157664
"307","NCU53","OUT027",4078.39672909077
"308","NCQ18","OUT046",1611.91772962795
"309","FDS10","OUT013",2873.92980853918
"310","FDB33","OUT027",3967.49447039471
"311","FDI12","OUT013",1457.83870969749
"312","NCW42","OUT013",3524.59408364314
"313","NCC06","OUT018",1783.90511009896
"314","FDW02","OUT017",2215.89115126278
"315","NCD43","OUT017",1833.35394957762
"316","FDM57","OUT018",1112.78890799428
"317","FDA58","OUT017",3864.44778991907
"318","FDK56","OUT046",2956.09435450606
"319","FDP52","OUT045",3633.42879241089
"320","FDW20","OUT018",1711.30066247083
"321","FDS52","OUT049",1685.75883036695
"322","NCT29","OUT018",1637.71442326417
"323","NCL54","OUT013",2821.66666303082
"324","FDC05","OUT045",3115.32923123198
"325","FDF34","OUT035",3281.90553809665
"326","FDP03","OUT027",3489.60566946232
"327","FDD32","OUT010",-511.736718634865
"328","FDZ10","OUT045",1969.20379966361
"329","FDZ40","OUT035",1000.43496904543
"330","FDD51","OUT018",434.780489388648
"331","NCY30","OUT019",966.610840316577
"332","FDP58","OUT017",3557.18835077606
"333","FDV49","OUT017",4319.13851183967
"334","FDY24","OUT019",-1027.94528697029
"335","NCO55","OUT017",1848.72293675896
"336","FDR13","OUT017",2072.43073728096
"337","FDS51","OUT017",1166.78888647107
"338","FDP26","OUT045",1596.22200378519
"339","NCB54","OUT027",3516.07508009799
"340","FDF32","OUT017",3254.43458630679
"341","FDN31","OUT018",2713.75284835241
"342","DRM48","OUT017",732.786643762141
"343","FDN20","OUT049",2739.79477590311
"344","DRL01","OUT046",3765.92996413292
"345","FDV56","OUT049",1837.09359138944
"346","DRH13","OUT027",3190.83072456819
"347","FDA03","OUT017",2511.54019026256
"348","FDF47","OUT027",4971.65536520826
"349","FDX32","OUT046",2413.30345466257
"350","FDX57","OUT049",1656.88347873961
"351","NCA30","OUT045",2928.75833294378
"352","FDO49","OUT013",912.068114196647
"353","FDL04","OUT019",-245.919928553727
"354","DRM48","OUT035",708.123377602422
"355","FDR16","OUT013",3425.82569317495
"356","NCC19","OUT018",2763.10469567774
"357","NCE42","OUT045",3669.12843417352
"358","FDY24","OUT017",1077.2358790185
"359","FDH19","OUT049",2837.29738859826
"360","FDJ46","OUT013",2786.49389465122
"361","FDN45","OUT010",1588.44696152825
"362","FDY08","OUT035",2341.0000610975
"363","FDZ37","OUT035",1566.01565738085
"364","NCT30","OUT045",724.27686221998
"365","DRY23","OUT018",462.965976472914
"366","NCZ30","OUT018",1684.33652446778
"367","FDC44","OUT018",1495.54408736488
"368","FDB45","OUT035",1785.4815891276
"369","FDY04","OUT013",2676.80857009861
"370","FDM27","OUT046",2617.37244687107
"371","FDZ43","OUT017",4000.30831721019
"372","FDT39","OUT019",579.811482441836
"373","NCC06","OUT019",143.373512440221
"374","FDL15","OUT027",3895.9579006198
"375","FDL57","OUT017",4247.38281050506
"376","FDU08","OUT046",1646.99239386568
"377","FDK40","OUT017",4318.8597247889
"378","FDQ12","OUT010",1712.51835494232
"379","FDS48","OUT017",2554.47388611296
"380","FDP09","OUT045",3297.36924890318
"381","FDW21","OUT049",1718.71552257984
"382","FDY25","OUT035",2976.39751953206
"383","DRE13","OUT017",1538.57597654099
"384","FDV43","OUT019",-1195.57920780603
"385","FDD22","OUT045",1718.52928117447
"386","FDM46","OUT019",-469.987855406749
"387","NCO30","OUT010",1033.21406970842
"388","FDM25","OUT046",2854.91849940484
"389","NCN41","OUT049",2013.39310903259
"390","FDU24","OUT045",1471.09369856262
"391","FDZ50","OUT046",3002.38453396201
"392","FDP45","OUT013",4055.57603334218
"393","NCM54","OUT045",1955.52249217159
"394","FDW10","OUT019",872.073672810735
"395","FDP20","OUT017",2182.92978978173
"396","FDK32","OUT046",2502.34030764547
"397","FDN52","OUT049",1494.68938016422
"398","FDM58","OUT045",1765.22167977795
"399","FDZ46","OUT027",3222.7509965581
"400","NCA18","OUT018",1600.31877325235
"401","FDD35","OUT046",2006.40578408086
"402","NCK31","OUT035",931.365685315343
"403","FDI40","OUT027",3094.54267841611
"404","FDT50","OUT019",-306.405865729548
"405","NCT06","OUT046",2666.7873101509
"406","FDT31","OUT035",3084.88839533004
"407","FDT45","OUT049",926.515263260334
"408","FDT13","OUT045",2917.49117609688
"409","FDO50","OUT045",1399.07266157524
"410","NCU18","OUT010",325.403672789521
"411","NCR54","OUT049",3124.00437592445
"412","NCO18","OUT018",2560.80492211977
"413","FDU09","OUT045",921.098769810866
"414","FDT13","OUT018",2705.90452493612
"415","FDE09","OUT046",1860.37538961223
"416","NCK53","OUT019",-262.120370360449
"417","FDG45","OUT049",3424.2129071382
"418","DRH15","OUT035",833.996261699131
"419","FDO21","OUT019",1720.51414140744
"420","FDD14","OUT027",4328.80721917665
"421","FDC09","OUT046",1758.88177057368
"422","FDH45","OUT027",2210.76849428007
"423","FDV32","OUT046",1102.79030812275
"424","FDG12","OUT035",2077.35017762626
"425","FDS32","OUT013",2322.92940437974
"426","NCL55","OUT018",3681.85550081576
"427","DRE01","OUT035",3901.38394618281
"428","DRE15","OUT049",1314.3610487264
"429","NCL42","OUT045",3839.03271807202
"430","FDP31","OUT013",1088.1010629213
"431","FDN33","OUT018",1263.27168786674
"432","FDZ59","OUT046",2703.04532714181
"433","FDE45","OUT010",919.400737446797
"434","FDJ07","OUT013",1944.21370946285
"435","FDQ45","OUT018",2716.58080393274
"436","FDM33","OUT027",4902.15503546239
"437","FDO15","OUT010",-608.669348980876
"438","FDM46","OUT013",1488.63894829796
"439","FDR03","OUT045",3261.69752336621
"440","FDY49","OUT018",2430.54908561021
"441","FDQ60","OUT045",1879.34750251335
"442","FDW10","OUT049",2837.78196299142
"443","FDO51","OUT049",857.919305544935
"444","FDJ40","OUT018",1522.52476307409
"445","FDS20","OUT018",2614.58365241047
"446","FDU45","OUT013",1890.66444098463
"447","FDV02","OUT035",2781.94653572765
"448","FDN09","OUT046",3875.962410604
"449","NCM55","OUT027",4404.17279855266
"450","FDN23","OUT018",2075.48898563647
"451","FDY31","OUT010",405.392934558978
"452","FDW03","OUT010",-131.575896965392
"453","FDD14","OUT046",2907.31420131692
"454","FDV23","OUT017",2132.53342363791
"455","DRI03","OUT045",2743.91919578849
"456","FDN13","OUT035",1657.38227780033
"457","FDF45","OUT027",2501.22715001594
"458","FDU46","OUT035",1580.71573642495
"459","FDB57","OUT049",3623.85319289842
"460","FDV12","OUT049",1701.60843177024
"461","FDQ58","OUT013",2452.98300678661
"462","NCA18","OUT017",1999.35407999107
"463","FDH52","OUT049",1108.65423912953
"464","FDM24","OUT018",2159.84598184496
"465","NCP43","OUT027",4331.17901097151
"466","NCO18","OUT019",918.744495294441
"467","FDM32","OUT017",1620.24540119129
"468","NCL07","OUT017",792.216227440571
"469","FDK03","OUT013",4069.37850128938
"470","FDP59","OUT017",1831.586271344
"471","FDQ24","OUT049",4001.57804577063
"472","FDQ16","OUT018",1481.81135805481
"473","FDU44","OUT013",2634.65969268502
"474","FDH28","OUT010",-1245.91026122901
"475","FDV28","OUT019",-1305.52174404488
"476","FDM22","OUT045",888.173229488428
"477","FDR56","OUT046",3184.49000956457
"478","FDV39","OUT049",3184.2372554434
"479","FDU37","OUT019",-572.921307258302
"480","FDQ11","OUT010",2177.9959440203
"481","FDX02","OUT045",3469.54624864947
"482","NCS42","OUT018",1214.67255967924
"483","FDY57","OUT027",3004.91017552191
"484","FDB21","OUT049",3836.53162331472
"485","FDE28","OUT017",3796.73575262117
"486","FDQ55","OUT017",2023.36173606811
"487","FDA48","OUT049",3545.83790242875
"488","FDZ19","OUT045",2697.37994311021
"489","NCC43","OUT045",3911.27218743818
"490","NCV18","OUT046",1360.03341274212
"491","NCA42","OUT018",2264.43281569442
"492","FDY45","OUT046",4095.65230967209
"493","NCC30","OUT045",2784.17600630554
"494","FDM57","OUT013",1457.55440980341
"495","FDL09","OUT010",734.609794157724
"496","FDB09","OUT027",3444.52249474711
"497","FDT44","OUT035",1979.94223592412
"498","NCT06","OUT027",4065.5374886058
"499","FDX26","OUT049",2940.81249058262
"500","FDK32","OUT013",2517.40548772923
"501","DRA12","OUT046",2329.19519692428
"502","FDO46","OUT010",1138.08004770635
"503","FDE52","OUT013",1494.52916328308
"504","NCH42","OUT045",3586.40681980703
"505","FDV08","OUT035",817.581462766719
"506","FDB47","OUT018",3050.66894442895
"507","FDC28","OUT010",-141.37035404877
"508","FDD22","OUT046",1855.28251826783
"509","FDS07","OUT027",3280.67327460077
"510","DRI13","OUT045",3380.69680049815
"511","FDG32","OUT018",3197.43035295534
"512","FDU14","OUT017",4092.39508190501
"513","FDD28","OUT019",-930.463701055074
"514","NCP41","OUT017",1910.26228487266
"515","FDS08","OUT049",2830.52077060415
"516","FDX47","OUT045",2508.62587230907
"517","FDC53","OUT019",-254.328994392062
"518","FDQ19","OUT035",3973.01049101753
"519","FDL14","OUT045",2467.56735965938
"520","FDM33","OUT019",1574.64383265081
"521","FDA51","OUT045",1771.69885243083
"522","FDZ27","OUT018",549.67906332077
"523","FDT04","OUT046",720.317613749078
"524","DRC13","OUT049",2107.7788588496
"525","FDR16","OUT027",4878.71051016389
"526","FDQ03","OUT027",5222.99755953958
"527","FDE38","OUT035",2768.88061375886
"528","DRH23","OUT027",2349.88291862518
"529","FDT11","OUT019",1143.52575398613
"530","FDD09","OUT035",2958.16007443246
"531","FDR40","OUT045",1316.48421183997
"532","FDX07","OUT017",3108.77529535095
"533","FDR07","OUT035",1646.23327441326
"534","FDA51","OUT017",1986.98644353685
"535","FDT59","OUT019",1761.38479142727
"536","FDF20","OUT017",3237.15554234653
"537","FDR13","OUT045",1844.51691355614
"538","FDY26","OUT049",3430.30043688045
"539","FDW04","OUT017",2267.565922704
"540","FDK52","OUT017",3712.32229436548
"541","FDN60","OUT049",2532.61132732568
"542","FDM09","OUT019",845.204599425523
"543","FDP46","OUT049",1461.8887747839
"544","FDB50","OUT019",-676.252482779536
"545","NCQ29","OUT049",4113.28775764887
"546","FDP16","OUT027",5327.22363992457
"547","FDX33","OUT018",2315.58006093297
"548","FDP07","OUT010",1170.01548677131
"549","FDN22","OUT046",4026.1341818491
"550","FDF39","OUT049",4223.84750210128
"551","FDS21","OUT017",1198.66610534603
"552","NCM42","OUT013",1765.27611034229
"553","FDK50","OUT019",714.439041466735
"554","DRF13","OUT027",3798.93769127654
"555","FDH35","OUT018",2321.91404463576
"556","FDP60","OUT018",1321.1699852437
"557","DRJ49","OUT027",3543.51306501541
"558","NCT42","OUT019",480.890734249746
"559","FDE38","OUT049",2720.07235322535
"560","FDI04","OUT049",3239.17902918159
"561","NCH54","OUT045",2443.97716408868
"562","FDT56","OUT049",1048.20272643438
"563","DRD15","OUT018",3392.53267119959
"564","FDV58","OUT013",3091.00695524677
"565","FDP21","OUT049",3080.36636060676
"566","FDH05","OUT013",3744.13301758277
"567","FDR10","OUT027",4033.37288743553
"568","NCP06","OUT045",2319.91555249848
"569","FDF33","OUT049",1774.80636359072
"570","DRK37","OUT013",3015.58671076591
"571","DRH49","OUT045",1295.37433382474
"572","FDT58","OUT013",2680.82864871352
"573","FDD41","OUT018",1443.8137631639
"574","FDP40","OUT018",1558.10672068913
"575","FDM51","OUT027",3147.92528881803
"576","FDO45","OUT010",-457.910049993859
"577","FDW33","OUT010",-231.158971520702
"578","FDY24","OUT045",886.879248651428
"579","FDB10","OUT010",1826.61584140537
"580","FDM40","OUT035",2319.32067020408
"581","NCI06","OUT017",3011.75568586668
"582","FDW12","OUT019",451.666915102388
"583","FDX48","OUT027",3971.41743919387
"584","NCW05","OUT027",3136.39112892058
"585","FDX27","OUT017",1699.96312512249
"586","DRM37","OUT045",3062.6312054763
"587","FDA38","OUT045",3767.95834556629
"588","FDR36","OUT046",754.647146832559
"589","FDZ45","OUT046",3187.97380509914
"590","FDG05","OUT017",2700.92408315385
"591","FDK28","OUT013",4107.55314514432
"592","FDV47","OUT045",1325.90779636757
"593","FDN21","OUT045",2480.17531785645
"594","FDP20","OUT027",3486.03582235763
"595","FDI35","OUT045",2826.44771991493
"596","DRY23","OUT013",792.229901594049
"597","FDA56","OUT017",2122.7683675396
"598","FDB09","OUT013",1997.54940939187
"599","NCO26","OUT027",3321.52936939908
"600","FDQ49","OUT018",2265.42802382728
"601","FDI52","OUT027",3390.24823690126
"602","FDZ44","OUT027",3337.26092936698
"603","FDZ09","OUT018",2312.92145599655
"604","FDY03","OUT049",1904.74943243059
"605","NCG42","OUT017",2216.52534314188
"606","DRI13","OUT027",4908.77492249883
"607","FDQ32","OUT013",2090.43030323914
"608","FDW16","OUT035",1620.1693854993
"609","FDU27","OUT046",837.910474180591
"610","FDR28","OUT010",738.288793266408
"611","FDQ49","OUT010",653.717676464824
"612","FDS37","OUT046",1918.4530885133
"613","FDW26","OUT018",3240.73594908764
"614","FDX12","OUT018",3587.20610861959
"615","NCP06","OUT013",2429.67379066424
"616","FDW45","OUT010",402.066009059409
"617","NCN30","OUT049",1585.66898851033
"618","FDN24","OUT049",907.414971654048
"619","NCL41","OUT027",2018.85015402757
"620","FDR02","OUT019",-121.85838965892
"621","FDD09","OUT010",970.314059363335
"622","FDS33","OUT010",-465.995463390188
"623","FDU22","OUT045",1841.606952901
"624","FDI53","OUT013",2637.25238961019
"625","DRH01","OUT049",2819.72779514574
"626","FDX32","OUT013",2342.80170778135
"627","NCP30","OUT018",398.295665865835
"628","FDB60","OUT045",3054.22874001671
"629","FDB14","OUT049",1586.79065460999
"630","NCP02","OUT035",1061.025009101
"631","FDJ10","OUT017",2408.24475194658
"632","FDG34","OUT046",1861.18002169694
"633","NCB18","OUT017",1561.47304371101
"634","FDM16","OUT049",1321.05793588536
"635","FDW25","OUT018",1096.29904352293
"636","FDB35","OUT010",-397.30261697637
"637","DRN11","OUT013",2276.66193860781
"638","FDF41","OUT019",1968.36165833356
"639","FDH16","OUT045",1368.45054339999
"640","NCQ50","OUT018",3086.74665896175
"641","DRH23","OUT018",622.627241296707
"642","DRJ37","OUT013",2446.2232948174
"643","DRJ24","OUT027",4357.88196368837
"644","FDY16","OUT035",3039.73386377344
"645","FDQ27","OUT045",1691.72992704123
"646","FDZ33","OUT045",2289.05624710603
"647","FDF29","OUT045",2100.85133025715
"648","FDA08","OUT049",2696.32863898631
"649","FDG31","OUT046",1107.51677873292
"650","FDE34","OUT019",1008.84035790963
"651","NCR30","OUT027",2645.51751263016
"652","FDV33","OUT035",4231.1054264387
"653","DRZ24","OUT018",1648.56739772296
"654","NCL54","OUT035",2840.28993080426
"655","FDR12","OUT049",2853.85935376256
"656","NCC54","OUT046",3845.36349320634
"657","DRN59","OUT013",792.916046816286
"658","FDX50","OUT019",-142.068085461369
"659","FDV31","OUT027",4261.36244334781
"660","NCA29","OUT027",4202.32514002663
"661","FDW60","OUT049",2925.26104754318
"662","FDX08","OUT017",3044.24466268638
"663","DRD49","OUT013",3724.03168362974
